"id";"FIN";"firstname";"lastname";"fathername";"gender";"birthdate";"address";"cityid";"emailaddress";"phonenumber";"maritialstatus";"militarystatus";"bloodtype";"createdate";"d"
381;"JQHY2OM";"Şahin";"Quliyev";"Natiq";"F";"2001-11-14";"";71;"";"";"single";"completed";"A";"2022-12-02 08:28:42";0.0
382;"1ZULEZE";"Orxan";"Mustafayev";"Tural";"M";"1999-07-28";"";29;"";"";"married";"completed";"AB";"2022-12-02 08:28:42";0.0
383;"3XEUNKX";"Eldar";"Mahmudova";"Vüqar";"F";"2002-05-02";"";96;"";"";"married";"not completed";"B";"2022-12-02 08:28:42";0.0
384;"3APVJVO";"Yegane";"Samadova";"Elnur";"F";"2003-05-07";"";7;"";"";"married";"not completed";"AB";"2022-12-02 08:28:42";0.0
385;"LZXB5FM";"Sadaqat";"Valiyev";"Mahammad";"F";"2002-03-03";"";65;"";"";"single";"not completed";"AB";"2022-12-02 08:28:42";0.0
386;"34V6NQM";"Ceyhun";"Musayev";"Gülşan";"F";"1996-04-04";"";98;"";"";"divorced";"completed";"A";"2022-12-02 08:28:42";0.0
387;"38ZCCWP";"Ceyhun";"Mahmudova";"Naile";"F";"1994-05-03";"";6;"";"";"married";"completed";"B";"2022-12-02 08:28:42";0.0
388;"RI9SHI5";"Irade";"Ibrahimov";"Fatma";"M";"1997-04-21";"";55;"";"";"single";"not completed";"0";"2022-12-02 08:28:42";0.0
390;"QT444B5";"Ülviyye";"Isayeva";"Xayale";"M";"1998-11-03";"";78;"";"";"single";"completed";"AB";"2022-12-02 08:28:42";0.0
391;"WLIHBUI";"Ismayil";"Ahmadova";"Lale";"F";"2003-06-22";"";35;"";"";"divorced";"not completed";"A";"2022-12-02 08:28:42";0.0
393;"Z6R6FN4";"Elnur";"Ibrahimov";"Mehriban";"F";"2002-03-08";"";42;"";"";"single";"not completed";"AB";"2022-12-02 08:28:42";0.0
394;"KRKQAKM";"Eldar";"Aslanov";"Rauf";"M";"2001-04-08";"";45;"";"";"divorced";"not completed";"0";"2022-12-02 08:28:43";0.0
395;"QND6HCY";"Parvane";"Bağirov";"Nazim";"M";"1996-09-27";"";36;"";"";"divorced";"completed";"0";"2022-12-02 08:28:43";0.0
397;"M3A0KS4";"Şahin";"Süleymanov";"Fuad";"F";"1996-09-08";"";40;"";"";"divorced";"not completed";"B";"2022-12-02 08:28:43";0.0
398;"VRFWZ0C";"Rövşan";"Hasanova";"Zeynab";"M";"1994-04-09";"";68;"";"";"divorced";"not completed";"A";"2022-12-02 08:28:43";0.0
399;"GG8FTZZ";"Xatire";"Asgarova";"Faride";"M";"2000-11-27";"";37;"";"";"single";"not completed";"A";"2022-12-02 08:28:43";0.0
400;"H6GCWYC";"Şahla";"Karimova";"Nurane";"F";"2002-10-25";"";63;"";"";"single";"not completed";"0";"2022-12-02 08:28:43";0.0
401;"LYDIXHV";"Malahat";"Allahverdiyev";"Nargiz";"F";"2000-04-12";"";11;"";"";"single";"completed";"A";"2022-12-02 08:28:43";0.0
402;"CTLE4ZC";"Eldar";"Zeynalov";"Ruslan";"F";"2002-05-27";"";68;"";"";"divorced";"completed";"B";"2022-12-02 08:28:43";0.0
403;"2DL705E";"Elxan";"Isayev";"Şahin";"F";"1995-03-26";"";86;"";"";"divorced";"not completed";"A";"2022-12-02 08:28:43";0.0
404;"CJ0P22T";"Xayale";"Karimov";"Nazile";"M";"1997-09-19";"";61;"";"";"single";"not completed";"A";"2022-12-02 08:28:43";0.0
406;"7G0H060";"Nazile";"Abdullayev";"Könül";"F";"2003-07-11";"";40;"";"";"divorced";"not completed";"B";"2022-12-02 08:28:43";0.0
408;"EB5ZZAA";"Leyla";"Novruzova";"Orxan";"F";"1998-10-10";"";52;"";"";"married";"not completed";"B";"2022-12-02 08:28:43";0.0
409;"3SGYQ42";"Şahla";"Muradova";"Sabine";"F";"1998-12-05";"";68;"";"";"divorced";"not completed";"0";"2022-12-02 08:28:43";0.0
410;"AYIZYY2";"Rövşan";"Rahimov";"Zaur";"F";"1998-11-10";"";12;"";"";"divorced";"not completed";"B";"2022-12-02 08:28:43";0.0
412;"QV1192E";"Nazile";"Maharramova";"Ramil";"M";"1994-04-21";"";43;"";"";"divorced";"completed";"B";"2022-12-02 08:28:43";0.0
413;"Y23F3Z3";"Rövşan";"Mustafayeva";"Vüsal";"F";"1999-11-15";"";48;"";"";"married";"not completed";"AB";"2022-12-02 08:28:43";0.0
414;"ATZEPE1";"Fuad";"Aliyeva";"Eldar";"F";"1998-10-18";"";82;"";"";"divorced";"completed";"AB";"2022-12-02 08:28:43";0.0
415;"YECYMBG";"Ramin";"Abbasov";"Gülnar";"F";"2000-07-22";"";97;"";"";"married";"not completed";"0";"2022-12-02 08:28:43";0.0
416;"ML21XF8";"Solmaz";"Mammadov";"Ramiz";"M";"1998-04-18";"";62;"";"";"single";"completed";"A";"2022-12-02 08:28:43";0.0
417;"0H6NHJR";"Fuad";"Abdullayeva";"Kamale";"F";"2002-08-17";"";47;"";"";"single";"completed";"A";"2022-12-02 08:28:43";0.0
418;"X6Z0WSM";"Mehman";"Tağiyeva";"Matanat";"M";"1998-11-01";"";26;"";"";"married";"completed";"A";"2022-12-02 08:28:43";0.0
419;"9LSVCUX";"Günay";"Tağiyeva";"Saadat";"M";"1999-11-28";"";6;"";"";"single";"completed";"AB";"2022-12-02 08:28:43";0.0
420;"YWWN8BZ";"Raşad";"Mahmudova";"Zaur";"M";"1996-05-18";"";10;"";"";"married";"completed";"0";"2022-12-02 08:28:43";0.0
421;"K003Z16";"Aysel";"Tağiyeva";"Leyla";"M";"1999-09-26";"";84;"";"";"married";"completed";"B";"2022-12-02 08:28:43";0.0
423;"0NT4ZIX";"Ramiz";"Orucov";"Sabine";"F";"1994-07-07";"";64;"";"";"married";"not completed";"AB";"2022-12-02 08:28:43";0.0
424;"D5D1Z8A";"Elxan";"Qurbanov";"Mahir";"M";"1998-03-15";"";39;"";"";"single";"completed";"A";"2022-12-02 08:28:43";0.0
425;"W9GOJR6";"Rahile";"Mirzayev";"Sabine";"M";"2002-11-08";"";30;"";"";"divorced";"not completed";"B";"2022-12-02 08:28:43";0.0
426;"1H7SPSW";"Elxan";"Mehdiyev";"Orxan";"M";"1995-12-04";"";38;"";"";"divorced";"not completed";"A";"2022-12-02 08:28:43";0.0
427;"DKNQVGO";"Ruslan";"Samadova";"Ceyhun";"F";"1994-11-10";"";94;"";"";"single";"not completed";"AB";"2022-12-02 08:28:43";0.0
428;"782UH6R";"Sevinc";"Ismayilova";"Ruslan";"M";"2000-07-14";"";87;"";"";"single";"completed";"B";"2022-12-02 08:28:43";0.0
429;"18BVN30";"Malahat";"Bağirova";"Ilqar";"F";"1999-09-03";"";96;"";"";"divorced";"completed";"AB";"2022-12-02 08:28:43";0.0
430;"Q5X82CZ";"Elman";"Mirzayeva";"Elçin";"F";"1995-10-02";"";77;"";"";"married";"completed";"B";"2022-12-02 08:28:43";0.0
431;"LARV57R";"Sadaqat";"Orucova";"Leyla";"M";"1999-05-22";"";51;"";"";"divorced";"completed";"A";"2022-12-02 08:28:43";0.0
432;"X8YUHJD";"Könül";"Isayev";"Nazile";"M";"2002-05-26";"";16;"";"";"married";"not completed";"A";"2022-12-02 08:28:43";0.0
433;"N1H258C";"Leyla";"Abdullayev";"Samir";"F";"1998-07-24";"";96;"";"";"married";"completed";"B";"2022-12-02 08:28:43";0.0
434;"Z8UUUUQ";"Vüqar";"Bayramova";"Nazile";"F";"1999-11-12";"";67;"";"";"single";"completed";"B";"2022-12-02 08:28:43";0.0
435;"WJX7YBX";"Samir";"Xalilov";"Cavid";"F";"1995-08-25";"";44;"";"";"married";"not completed";"B";"2022-12-02 08:28:43";0.0
436;"O2QY0QD";"Arzu";"Qasimova";"Nigar";"F";"1996-08-04";"";33;"";"";"married";"completed";"AB";"2022-12-02 08:28:43";0.0
437;"JR9DNBJ";"Vaqif";"Mustafayeva";"Kamale";"F";"1995-05-03";"";72;"";"";"married";"not completed";"A";"2022-12-02 08:28:43";0.0
438;"NJC0UJ9";"Rahile";"Qarayev";"Aytan";"M";"2003-10-20";"";3;"";"";"divorced";"not completed";"AB";"2022-12-02 08:28:43";0.0
439;"4LA4260";"Sevinc";"Babayeva";"Nazile";"M";"1994-11-15";"";66;"";"";"divorced";"completed";"AB";"2022-12-02 08:28:43";0.0
440;"DK5GQ2J";"Samire";"Babayeva";"Mahammad";"F";"2003-12-12";"";2;"";"";"single";"not completed";"B";"2022-12-02 08:28:43";0.0
441;"U8HMN2I";"Samire";"Mehdiyev";"Ali";"M";"1997-06-16";"";67;"";"";"divorced";"not completed";"AB";"2022-12-02 08:28:43";0.0
442;"IW33WIF";"Orxan";"Ismayilov";"Irade";"F";"1999-12-16";"";68;"";"";"divorced";"completed";"0";"2022-12-02 08:28:43";0.0
443;"A8EW9DY";"Günel";"Asgarov";"Rövşan";"M";"1994-11-22";"";86;"";"";"single";"not completed";"0";"2022-12-02 08:28:43";0.0
444;"JJAUKXH";"Yusif";"Aliyev";"Anar";"F";"1997-12-14";"";41;"";"";"divorced";"not completed";"AB";"2022-12-02 08:28:43";0.0
445;"LX2A088";"Ramin";"Abbasov";"Sevil";"M";"2001-10-16";"";62;"";"";"divorced";"completed";"0";"2022-12-02 08:28:44";0.0
446;"LT941LP";"Ilham";"Zeynalova";"Arif";"F";"1996-04-16";"";41;"";"";"divorced";"completed";"A";"2022-12-02 08:28:44";0.0
447;"1RN2JHD";"Fuad";"Bayramov";"Anar";"F";"2003-02-03";"";3;"";"";"divorced";"not completed";"B";"2022-12-02 08:28:44";0.0
448;"P1SFMH2";"Nazile";"Allahverdiyev";"Elman";"M";"1996-08-08";"";38;"";"";"divorced";"completed";"AB";"2022-12-02 08:28:44";0.0
449;"4C4ILNP";"Anar";"Yusifov";"Aysel";"F";"2000-05-06";"";28;"";"";"single";"not completed";"A";"2022-12-02 08:28:44";0.0
450;"UGTVIXD";"Malahat";"Orucova";"Ali";"M";"2003-05-27";"";41;"";"";"married";"completed";"B";"2022-12-02 08:28:44";0.0
451;"AHMXFUN";"Kamale";"Sadiqova";"Arif";"F";"2003-08-09";"";65;"";"";"divorced";"not completed";"B";"2022-12-02 08:28:44";0.0
452;"Q96UZLH";"Elçin";"Musayev";"Saadat";"F";"1994-02-05";"";9;"";"";"divorced";"completed";"A";"2022-12-02 08:28:44";0.0
453;"2YFGQPE";"Vafa";"Sadiqov";"Sevinc";"M";"2003-06-28";"";12;"";"";"single";"not completed";"B";"2022-12-02 08:28:44";0.0
455;"L8NC36D";"Cavid";"Hüseynov";"Irade";"M";"1994-12-28";"";27;"";"";"divorced";"completed";"AB";"2022-12-02 08:28:44";0.0
456;"BTFRGE5";"Vafa";"Asgarova";"Ramin";"F";"1999-04-22";"";16;"";"";"married";"completed";"AB";"2022-12-02 08:28:44";0.0
457;"DHWF4B2";"Aysel";"Qarayeva";"Elxan";"M";"1998-07-27";"";31;"";"";"married";"completed";"A";"2022-12-02 08:28:44";0.0
458;"N2LROBC";"Vüqar";"Asadova";"Tural";"M";"1998-01-14";"";57;"";"";"married";"not completed";"B";"2022-12-02 08:28:44";0.0
459;"6K9AVVS";"Raşad";"Karimov";"Camile";"M";"2000-09-07";"";31;"";"";"single";"completed";"AB";"2022-12-02 08:28:44";0.0
460;"AW7P4JF";"Xanim";"Mustafayeva";"Eldar";"M";"2001-08-20";"";79;"";"";"divorced";"completed";"0";"2022-12-02 08:28:44";0.0
461;"S1MG4FB";"Vüqar";"Yusifova";"Namiq";"F";"1999-03-08";"";98;"";"";"married";"not completed";"AB";"2022-12-02 08:28:44";0.0
462;"7UELNLN";"Elnare";"Babayev";"Günel";"M";"1994-03-20";"";82;"";"";"married";"not completed";"B";"2022-12-02 08:28:44";0.0
463;"5ZB2DRB";"Aynure";"Asgarova";"Kamale";"M";"2001-11-16";"";97;"";"";"divorced";"completed";"B";"2022-12-02 08:28:44";0.0
464;"QQNNRYQ";"Leyla";"Cafarova";"Lale";"M";"2003-03-01";"";74;"";"";"married";"completed";"AB";"2022-12-02 08:28:44";0.0
465;"WIWDY6W";"Leyla";"Safarov";"Xatire";"M";"1999-05-04";"";96;"";"";"single";"not completed";"A";"2022-12-02 08:28:44";0.0
466;"27Y6MG7";"Ceyhun";"Haciyeva";"Matanat";"F";"2001-11-28";"";23;"";"";"single";"completed";"A";"2022-12-02 08:28:44";0.0
467;"6P9QV6Y";"Anar";"Hüseynova";"Mahir";"M";"1995-10-21";"";7;"";"";"married";"not completed";"0";"2022-12-02 08:28:44";0.0
468;"JNFMZE5";"Kamran";"Alakbarova";"Nurane";"F";"1996-05-11";"";66;"";"";"divorced";"not completed";"0";"2022-12-02 08:28:44";0.0
469;"GW3EYDP";"Naile";"Sadiqova";"Rövşan";"M";"1996-08-08";"";12;"";"";"single";"completed";"A";"2022-12-02 08:28:44";0.0
470;"8IGMP5Q";"Eldar";"Ahmadova";"Ceyhun";"M";"1998-09-03";"";51;"";"";"single";"completed";"B";"2022-12-02 08:28:44";0.0
471;"76WYK0H";"Faride";"Mirzayev";"Ali";"F";"2002-09-08";"";31;"";"";"divorced";"completed";"B";"2022-12-02 08:28:44";0.0
473;"W5SGXT5";"Samire";"Samadov";"Nargiz";"F";"2003-06-16";"";56;"";"";"divorced";"completed";"AB";"2022-12-02 08:28:44";0.0
474;"0IFOYOJ";"Kamran";"Babayeva";"Sevinc";"F";"1999-09-12";"";42;"";"";"single";"not completed";"AB";"2022-12-02 08:28:44";0.0
475;"5PBXO54";"Gülnare";"Babayeva";"Samire";"M";"1995-07-04";"";12;"";"";"divorced";"not completed";"B";"2022-12-02 08:28:44";0.0
476;"ND0HWCW";"Elxan";"Alakbarov";"Mehman";"F";"1994-10-09";"";86;"";"";"single";"not completed";"B";"2022-12-02 08:28:44";0.0
477;"8TSL20F";"Mahammad";"Yusifova";"Yegane";"F";"1999-07-08";"";4;"";"";"married";"completed";"A";"2022-12-02 08:28:44";0.0
478;"2VFP7XQ";"Aybaniz";"Aslanova";"Esmira";"F";"2003-06-23";"";24;"";"";"divorced";"not completed";"B";"2022-12-02 08:28:44";0.0
479;"IW3G9RY";"Ruslan";"Tağiyev";"Xayale";"F";"2001-04-08";"";62;"";"";"married";"not completed";"B";"2022-12-02 08:28:44";0.0
480;"MWFH7EP";"Zeynab";"Asadova";"Gülnar";"M";"1995-02-08";"";35;"";"";"divorced";"completed";"B";"2022-12-02 08:28:44";0.0
481;"GOTG2TW";"Mehriban";"Mustafayev";"Ismayil";"F";"1995-04-22";"";90;"";"";"divorced";"not completed";"0";"2022-12-02 08:28:44";0.0
482;"4NST876";"Yegane";"Kazimov";"Elnur";"M";"2003-03-16";"";30;"";"";"married";"completed";"AB";"2022-12-02 08:28:44";0.0
483;"G4I38UV";"Arif";"Mustafayev";"Vüqar";"M";"1995-05-14";"";61;"";"";"married";"not completed";"0";"2022-12-02 08:28:44";0.0
484;"YRXQ1QA";"Namiq";"Quliyev";"Samir";"F";"1998-08-04";"";83;"";"";"married";"not completed";"B";"2022-12-02 08:28:44";0.0
485;"7XBIDJE";"Gülnare";"Alakbarov";"Aybaniz";"M";"1994-02-17";"";47;"";"";"divorced";"not completed";"A";"2022-12-02 08:28:44";0.0
486;"FBJ8Q13";"Ismayil";"Rzayev";"Günel";"M";"2003-03-08";"";46;"";"";"single";"not completed";"A";"2022-12-02 08:28:44";0.0
487;"M6V8AJM";"Rövşan";"Muradov";"Nurane";"M";"2001-07-25";"";32;"";"";"single";"not completed";"AB";"2022-12-02 08:28:44";0.0
488;"3V66YXN";"Malahat";"Ismayilov";"Fuad";"M";"2000-01-18";"";90;"";"";"divorced";"completed";"B";"2022-12-02 08:28:44";0.0
489;"3O0CZCZ";"Rahile";"Babayeva";"Rana";"F";"1994-01-28";"";50;"";"";"divorced";"completed";"A";"2022-12-02 08:28:44";0.0
490;"HGRTYMO";"Fatma";"Rahimova";"Mahir";"M";"2002-11-27";"";84;"";"";"divorced";"not completed";"A";"2022-12-02 08:28:44";0.0
491;"YGF0UQO";"Rana";"Xalilov";"Zeynab";"F";"2000-06-22";"";63;"";"";"single";"not completed";"0";"2022-12-02 08:28:44";0.0
492;"Q3264N0";"Günay";"Isayeva";"Fuad";"M";"1995-05-06";"";29;"";"";"married";"not completed";"AB";"2022-12-02 08:28:44";0.0
493;"Q9RCXC7";"Ülviyye";"Asgarova";"Ilhame";"M";"2000-04-12";"";77;"";"";"married";"completed";"0";"2022-12-02 08:28:44";0.0
494;"TYSXZDV";"Elnare";"Cafarov";"Sevil";"F";"1996-03-14";"";71;"";"";"married";"completed";"0";"2022-12-02 08:28:44";0.0
495;"Z4MZA8R";"Mahir";"Bayramova";"Samire";"M";"2003-04-05";"";52;"";"";"divorced";"completed";"0";"2022-12-02 08:28:44";0.0
496;"XFW62H4";"Nargiz";"Musayev";"Sevda";"M";"1997-07-02";"";59;"";"";"divorced";"not completed";"0";"2022-12-02 08:28:44";0.0
497;"RKYXNMG";"Vafa";"Hüseynov";"Emin";"M";"1997-08-17";"";91;"";"";"divorced";"completed";"0";"2022-12-02 08:28:44";0.0
498;"IX295R3";"Mahammad";"Rüstamova";"Leyla";"F";"1996-11-02";"";76;"";"";"single";"completed";"AB";"2022-12-02 08:28:44";0.0
499;"U134GCT";"Kamale";"Novruzova";"Rana";"M";"1998-11-20";"";14;"";"";"divorced";"not completed";"B";"2022-12-02 08:28:44";0.0
500;"8VQ9ORB";"Elnur";"Bayramova";"Ismayil";"M";"2003-01-11";"";86;"";"";"single";"completed";"A";"2022-12-02 08:28:44";0.0
501;"ECEKI2A";"Rafiq";"Mammadov";"Elman";"F";"1996-09-17";"";21;"";"";"single";"not completed";"AB";"2022-12-02 08:28:45";0.0
502;"P6KRGG5";"Ceyhun";"Kazimov";"Vüqar";"M";"1994-04-28";"";48;"";"";"divorced";"completed";"B";"2022-12-02 08:28:45";0.0
503;"K4W811B";"Rana";"Maharramov";"Rana";"F";"1996-07-05";"";69;"";"";"married";"completed";"AB";"2022-12-02 08:28:45";0.0
504;"K2F8QA5";"Mahir";"Ibrahimov";"Mehman";"F";"2002-06-02";"";6;"";"";"single";"completed";"0";"2022-12-02 08:28:45";0.0
505;"YA1JUZM";"Elnur";"Samadova";"Vüsale";"M";"1994-09-12";"";44;"";"";"married";"completed";"AB";"2022-12-02 08:28:45";0.0
506;"M09E9CC";"Azar";"Rzayev";"Fatma";"F";"1997-12-16";"";46;"";"";"married";"not completed";"B";"2022-12-02 08:28:45";0.0
507;"VRNO779";"Cavid";"Qurbanova";"Rahile";"F";"2000-05-25";"";97;"";"";"married";"not completed";"B";"2022-12-02 08:28:45";0.0
508;"8MK3RFA";"Xalide";"Quliyev";"Vüsal";"F";"1996-05-18";"";54;"";"";"single";"not completed";"0";"2022-12-02 08:28:45";0.0
509;"9UU2M88";"Malahat";"Rüstamova";"Esmira";"F";"2002-12-14";"";2;"";"";"single";"not completed";"A";"2022-12-02 08:28:45";0.0
510;"6RSC5RC";"Camile";"Azizova";"Nigar";"M";"2002-05-21";"";85;"";"";"single";"completed";"0";"2022-12-02 08:28:45";0.0
511;"ZJXKXNG";"Mehman";"Azizova";"Namiq";"M";"2003-01-24";"";28;"";"";"single";"completed";"AB";"2022-12-02 08:28:45";0.0
512;"NQMKSVQ";"Tarane";"Qurbanov";"Anar";"M";"2002-01-04";"";41;"";"";"divorced";"not completed";"B";"2022-12-02 08:28:45";0.0
513;"GIDST2B";"Ruslan";"Asadova";"Vüqar";"M";"1994-11-16";"";18;"";"";"married";"completed";"B";"2022-12-02 08:28:45";0.0
514;"VMR9UHE";"Ramin";"Qurbanova";"Rafiq";"F";"1998-08-17";"";61;"";"";"divorced";"completed";"AB";"2022-12-02 08:28:45";0.0
515;"17ZKDDQ";"Sevil";"Rahimov";"Ilham";"M";"1994-05-16";"";44;"";"";"married";"not completed";"A";"2022-12-02 08:28:45";0.0
516;"QCQLNQH";"Aynur";"Azizova";"Malahat";"F";"1996-03-06";"";67;"";"";"single";"not completed";"AB";"2022-12-02 08:28:45";0.0
517;"K72H53T";"Yegane";"Azizova";"Samire";"F";"1997-01-04";"";58;"";"";"married";"completed";"0";"2022-12-02 08:28:45";0.0
518;"T5JCWLK";"Vüsal";"Mahmudova";"Ceyhun";"F";"1995-07-15";"";80;"";"";"married";"not completed";"A";"2022-12-02 08:28:45";0.0
519;"9KZ7A3L";"Gülnare";"Muradova";"Zaur";"F";"1995-06-23";"";54;"";"";"single";"completed";"A";"2022-12-02 08:28:45";0.0
521;"ID7ELG6";"Ramin";"Zeynalova";"Şahla";"F";"2001-07-01";"";91;"";"";"divorced";"not completed";"AB";"2022-12-02 08:28:45";0.0
522;"A9MOUQU";"Xayale";"Sadiqova";"Xayale";"M";"1996-11-01";"";70;"";"";"married";"completed";"A";"2022-12-02 08:28:45";0.0
523;"HN0PNF7";"Kamale";"Novruzov";"Günel";"M";"2001-09-02";"";34;"";"";"single";"completed";"AB";"2022-12-02 08:28:45";0.0
525;"MJK1EQT";"Orxan";"Zeynalova";"Elnare";"M";"2001-04-12";"";71;"";"";"divorced";"completed";"B";"2022-12-02 08:28:45";0.0
526;"KK39Z54";"Rahile";"Mustafayev";"Sadaqat";"M";"1998-12-07";"";21;"";"";"married";"not completed";"A";"2022-12-02 08:28:45";0.0
527;"Z17MFF6";"Aytan";"Ahmadova";"Zaur";"F";"1999-12-27";"";67;"";"";"single";"not completed";"B";"2022-12-02 08:28:45";0.0
528;"AMV461R";"Ismayil";"Bayramov";"Rövşan";"F";"1999-02-04";"";79;"";"";"divorced";"completed";"0";"2022-12-02 08:28:45";0.0
529;"2KREKI7";"Nurane";"Cafarov";"Elxan";"M";"1996-05-09";"";88;"";"";"single";"completed";"0";"2022-12-02 08:28:45";0.0
531;"HNB13PD";"Xayale";"Mammadov";"Nargiz";"F";"2000-11-01";"";82;"";"";"divorced";"completed";"A";"2022-12-02 08:28:45";0.0
532;"QRR9GLU";"Könül";"Abbasova";"Anar";"F";"1996-04-02";"";62;"";"";"divorced";"completed";"A";"2022-12-02 08:28:45";0.0
533;"7M3A0CR";"Ilham";"Qasimova";"Vüqar";"F";"1998-10-15";"";74;"";"";"single";"completed";"B";"2022-12-02 08:28:45";0.0
534;"WDPLEE1";"Xanim";"Samadova";"Anar";"M";"2000-06-07";"";29;"";"";"married";"completed";"B";"2022-12-02 08:28:45";0.0
535;"0WQE7B7";"Ilqar";"Muradova";"Rövşan";"M";"2003-10-27";"";77;"";"";"single";"completed";"B";"2022-12-02 08:28:45";0.0
536;"POA4N0M";"Irade";"Ahmadova";"Elnur";"M";"1995-05-23";"";51;"";"";"single";"not completed";"0";"2022-12-02 08:28:45";0.0
537;"EYC587R";"Aysel";"Ahmadov";"Aynure";"M";"1996-03-28";"";73;"";"";"divorced";"completed";"A";"2022-12-02 08:28:45";0.0
538;"LOBQV0Q";"Elçin";"Valiyev";"Xanim";"F";"1998-08-05";"";24;"";"";"divorced";"completed";"B";"2022-12-02 08:28:45";0.0
539;"5R59HTT";"Ruslan";"Muradov";"Gülnare";"F";"1994-10-15";"";68;"";"";"single";"completed";"A";"2022-12-02 08:28:45";0.0
540;"0VLYOUD";"Solmaz";"Novruzova";"Ceyhun";"F";"1997-12-16";"";44;"";"";"single";"not completed";"AB";"2022-12-02 08:28:45";0.0
541;"SGFWR1A";"Sevil";"Qarayev";"Vüsal";"M";"1995-03-03";"";50;"";"";"divorced";"completed";"B";"2022-12-02 08:28:45";0.0
542;"CERQO4E";"Fatma";"Rahimova";"Gülşan";"M";"1999-02-26";"";81;"";"";"divorced";"not completed";"AB";"2022-12-02 08:28:45";0.0
543;"HBE16OQ";"Sevinc";"Ağayev";"Elxan";"F";"2001-11-11";"";61;"";"";"divorced";"not completed";"A";"2022-12-02 08:28:45";0.0
544;"H0YP4W5";"Elman";"Muradova";"Nazim";"M";"2003-06-01";"";24;"";"";"married";"completed";"0";"2022-12-02 08:28:45";0.0
545;"5YXX67O";"Sadaqat";"Süleymanov";"Elşad";"F";"1998-02-28";"";4;"";"";"divorced";"not completed";"A";"2022-12-02 08:28:45";0.0
546;"EYVHZS5";"Raşad";"Alakbarova";"Elmira";"F";"1996-07-11";"";2;"";"";"single";"completed";"AB";"2022-12-02 08:28:45";0.0
547;"E691Q76";"Leyla";"Alakbarova";"Elxan";"F";"2002-04-21";"";52;"";"";"divorced";"not completed";"0";"2022-12-02 08:28:45";0.0
548;"9700CCY";"Elmira";"Yusifova";"Orxan";"M";"2001-04-16";"";52;"";"";"divorced";"completed";"AB";"2022-12-02 08:28:45";0.0
549;"RX4QHTE";"Sadaqat";"Mahmudova";"Aynure";"F";"1999-06-11";"";42;"";"";"single";"completed";"0";"2022-12-02 08:28:45";0.0
550;"874AL7J";"Elşan";"Zeynalov";"Ülviyye";"F";"2003-08-27";"";83;"";"";"married";"completed";"B";"2022-12-02 08:28:45";0.0
551;"COJNKWU";"Sabine";"Aslanova";"Ilqar";"M";"2001-02-11";"";29;"";"";"single";"completed";"0";"2022-12-02 08:28:45";0.0
552;"CFLVP88";"Nazakat";"Mammadova";"Aynure";"F";"1996-06-06";"";6;"";"";"married";"not completed";"A";"2022-12-02 08:28:45";0.0
553;"YZ8ICHX";"Nazim";"Rahimova";"Ceyhun";"F";"1999-08-05";"";17;"";"";"single";"completed";"B";"2022-12-02 08:28:45";0.0
554;"UJ2UW2W";"Ceyhun";"Rahimov";"Camile";"F";"1999-05-02";"";14;"";"";"single";"completed";"0";"2022-12-02 08:28:45";0.0
555;"IKDD8LS";"Xayale";"Musayeva";"Ilhame";"M";"1996-02-09";"";60;"";"";"married";"completed";"AB";"2022-12-02 08:28:45";0.0
556;"NTI0G1A";"Ramiz";"Kazimova";"Ali";"M";"1997-05-10";"";22;"";"";"married";"completed";"0";"2022-12-02 08:28:45";0.0
557;"7WJQEDS";"Ramiz";"Safarova";"Matanat";"F";"1997-06-05";"";41;"";"";"single";"not completed";"0";"2022-12-02 08:28:45";0.0
558;"TF1V1DH";"Parvane";"Musayev";"Elmira";"F";"1995-09-20";"";28;"";"";"married";"completed";"0";"2022-12-02 08:28:45";0.0
559;"TA4DKQZ";"Eldar";"Rahimov";"Xanim";"F";"1995-04-18";"";12;"";"";"divorced";"completed";"AB";"2022-12-02 08:28:45";0.0
560;"OD37TKB";"Şahla";"Mirzayev";"Samire";"F";"2001-07-04";"";9;"";"";"single";"not completed";"0";"2022-12-02 08:28:45";0.0
561;"MD5EQXP";"Nigar";"Kazimov";"Ramin";"M";"1999-02-02";"";29;"";"";"divorced";"not completed";"0";"2022-12-02 08:28:45";0.0
562;"BE346O8";"Aynure";"Karimova";"Tural";"M";"1994-01-18";"";84;"";"";"single";"not completed";"AB";"2022-12-02 08:28:45";0.0
563;"W3F7JZS";"Nazile";"Ahmadova";"Aynure";"F";"2002-09-17";"";61;"";"";"married";"completed";"AB";"2022-12-02 08:28:45";0.0
564;"6BOMZZR";"Elşad";"Tağiyev";"Könül";"M";"1996-10-06";"";82;"";"";"married";"completed";"AB";"2022-12-02 08:28:46";0.0
565;"TVYJ7PE";"Könül";"Novruzov";"Rana";"M";"1996-03-12";"";34;"";"";"divorced";"completed";"0";"2022-12-02 08:28:46";0.0
566;"2ZGE6KD";"Rauf";"Hasanova";"Vaqif";"F";"2001-09-23";"";68;"";"";"married";"not completed";"B";"2022-12-02 08:28:46";0.0
567;"CUZ496M";"Şahla";"Yusifov";"Natiq";"M";"1996-03-24";"";56;"";"";"married";"completed";"0";"2022-12-02 08:28:46";0.0
568;"U9S9YN6";"Nargiz";"Alakbarov";"Ceyhun";"F";"2000-08-16";"";56;"";"";"divorced";"not completed";"A";"2022-12-02 08:28:46";0.0
